,PrimaryPropertyType,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofFloors,PropertyGFATotal,PropertyGFAParking,ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEUI(kBtu/sf),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),GHGEmissionsIntensity
500,Large Office,7,MAGNOLIA / QUEEN ANNE,2000,4,191146,94892,"Office, Parking",Office,103000.0,Parking,80000.0,,,93.0,49.5,0.0,5101504.0,0.0,0.19
501,Other,1,DELRIDGE,2001,3,68763,11527,"Other - Recreation, Parking, Swimming Pool",Other - Recreation,50000.0,Parking,11527.0,Swimming Pool,0.0,62.36363636363637,180.6000061,0.0,3670762.0,5358726.0,4.51
502,Other,2,SOUTHEAST,1994,1,102133,0,"Parking, Strip Mall",Strip Mall,107427.0,Parking,0.0,,,62.36363636363637,192.8999939,0.0,12356956.0,8369038.0,5.2
504,Large Office,7,DOWNTOWN,2008,14,362046,0,"Office, Other, Parking",Office,232443.0,Parking,97874.0,Other,3534.0,86.0,66.59999847,0.0,15566951.0,158627.0,0.32
506,Other,7,MAGNOLIA / QUEEN ANNE,1994,2,81336,0,Lifestyle Center,Lifestyle Center,81385.0,,,,,62.36363636363637,160.8000031,0.0,9206777.0,3878519.0,3.32
507,Large Office,7,DOWNTOWN,2001,23,538933,0,"Office, Parking",Office,366554.0,Parking,122821.0,,,90.0,43.70000076,0.0,16020640.0,0.0,0.21
509,Other,7,DOWNTOWN,1983,6,275982,197130,"Office, Parking",Parking,197040.0,Office,78852.0,,,62.36363636363637,66.40000153,0.0,5233553.0,0.0,0.13
510,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,1982,5,98668,0,Office,Office,98668.0,,,,,91.0,44.5,0.0,4391348.0,0.0,0.31
511,Large Office,2,GREATER DUWAMISH,2007,1,158931,28381,"Multifamily Housing, Non-Refrigerated Warehouse, Office, Parking",Office,80157.0,Multifamily Housing,34302.0,Parking,26937.0,12.0,67.69999695,0.0,7938248.0,813455.0,0.62
512,Large Office,7,MAGNOLIA / QUEEN ANNE,1978,1,105100,0,Office,Office,105100.0,,,,,1.0,210.1000061,0.0,17657706.0,4420357.0,3.4
514,Retail Store,7,MAGNOLIA / QUEEN ANNE,1978,1,50660,0,Retail Store,Retail Store,50660.0,,,,,51.0,52.5,0.0,1747974.0,913514.0,1.2
515,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,1937,2,61929,0,Office,Office,39879.0,,,,,59.0,55.20000076,0.0,1328054.0,874972.0,0.9
516,Large Office,7,MAGNOLIA / QUEEN ANNE,2000,4,165111,55000,"Data Center, Office, Parking",Office,104667.0,Parking,55000.0,Data Center,5444.0,1.0,231.3999939,0.0,25478083.0,0.0,1.08
518,Small- and Mid-Sized Office,7,DOWNTOWN,1925,3,20565,0,Office,Office,20565.0,,,,,65.0,39.0,0.0,802312.0,0.0,0.27
519,Large Office,7,MAGNOLIA / QUEEN ANNE,2000,5,159937,55971,"Office, Parking",Office,106449.0,Parking,50258.0,,,63.0,73.80000305,0.0,7857972.0,0.0,0.34
520,Large Office,7,MAGNOLIA / QUEEN ANNE,2008,5,183964,46763,"Data Center, Office, Parking",Office,133451.0,Parking,46763.0,Data Center,3750.0,56.0,108.3000031,0.0,14856198.0,0.0,0.56
521,Large Office,7,MAGNOLIA / QUEEN ANNE,1986,5,208210,78848,"Office, Parking",Office,109978.0,Parking,78848.0,,,95.0,50.09999847,0.0,3817281.0,1697027.0,0.56
522,Large Office,7,DOWNTOWN,1986,7,277486,80283,"Office, Other, Parking",Office,178625.0,Parking,87624.0,Other,14653.0,63.0,65.90000153,0.0,12729856.0,0.0,0.32
523,Large Office,7,DOWNTOWN,1993,3,187130,0,"Non-Refrigerated Warehouse, Office, Other, Other - Recreation, Other - Services, Restaurant",Office,171783.0,Non-Refrigerated Warehouse,9581.0,Other - Recreation,4413.0,77.0,52.59999847,0.0,10053488.0,0.0,0.37
524,Large Office,7,DOWNTOWN,2000,5,251044,117867,"Data Center, Office",Office,126218.0,Data Center,12717.0,,,99.0,123.6999969,0.0,17186623.0,0.0,0.48
525,Warehouse,7,DOWNTOWN,1912,5,154330,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,95330.0,,,,,81.0,13.19999981,0.0,1262235.0,0.0,0.06
526,Large Office,7,DOWNTOWN,1918,6,108245,14690,"Adult Education, Fitness Center/Health Club/Gym, Office, Other - Restaurant/Bar, Parking, Retail Store",Office,64055.0,Adult Education,14621.0,Parking,12359.0,77.4375,45.79999924,266262.0,4248918.0,0.0,0.46
527,Large Office,7,DOWNTOWN,1905,6,167860,0,"Data Center, Office, Retail Store",Office,110370.0,Retail Store,19801.0,Data Center,634.0,70.0,52.0,0.0,6797646.0,0.0,0.28
528,Large Office,7,DOWNTOWN,1910,6,112560,0,"Office, Retail Store",Office,80400.0,Retail Store,16080.0,,,86.0,51.29999924,0.0,3574020.0,1372778.0,0.87
529,Retail Store,7,DOWNTOWN,1910,6,86204,0,Retail Store,Other,67670.0,Retail Store,13534.0,,,89.0,43.5,0.0,2235899.0,1006018.0,0.8
530,Warehouse,2,GREATER DUWAMISH,1985,2,145158,0,"Non-Refrigerated Warehouse, Office, Other",Non-Refrigerated Warehouse,101633.0,Office,48544.0,Other,10270.0,51.0,52.29999924,0.0,7062138.0,1322385.0,0.82
531,Large Office,2,GREATER DUWAMISH,1951,2,112896,0,"Office, Parking",Office,110746.0,Parking,57500.0,,,66.0,92.90000153,0.0,8429189.0,1858797.0,1.39
532,Distribution Center,2,GREATER DUWAMISH,1960,1,110613,0,"Distribution Center, Office",Distribution Center,99551.0,Office,11061.0,,,95.0,9.199999809,0.0,1015060.0,0.0,0.06
533,Warehouse,2,GREATER DUWAMISH,1951,4,149881,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,119593.0,Office,30288.0,,,97.0,16.10000038,0.0,705059.0,1712342.0,0.64
534,Warehouse,2,GREATER DUWAMISH,1951,3,98220,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,129420.0,,,,,12.0,50.0,0.0,5813591.0,654498.0,0.77
535,Distribution Center,2,GREATER DUWAMISH,1970,1,84420,0,"Distribution Center, Office, Retail Store",Distribution Center,44300.0,Office,24838.0,Retail Store,12349.0,55.0,35.0,0.0,2848317.0,0.0,0.24
536,Distribution Center,2,GREATER DUWAMISH,1961,1,73335,0,"Distribution Center, Parking",Distribution Center,73335.0,Parking,0.0,,,53.725,70.90000153,0.0,2606839.0,2590279.0,2.12
537,Distribution Center,2,GREATER DUWAMISH,1928,2,56876,0,"Distribution Center, Office, Retail Store",Distribution Center,48400.0,Office,4276.0,Retail Store,4200.0,53.725,31.5,0.0,1011283.0,780432.0,0.85
538,Warehouse,2,GREATER DUWAMISH,1931,2,61200,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,61200.0,,,,,16.0,80.30000305,0.0,1782902.0,3129241.0,2.92
539,Distribution Center,2,GREATER DUWAMISH,1987,1,111908,0,Distribution Center,Distribution Center,109090.0,,,,,87.0,14.30000019,0.0,1050508.0,504912.0,0.31
540,Other,2,GREATER DUWAMISH,1986,2,63644,0,"Other - Public Services, Parking",Other - Public Services,65700.0,Parking,0.0,,,62.36363636363637,104.4000015,0.0,4242711.0,2615822.0,2.65
541,Mixed Use Property,2,GREATER DUWAMISH,1930,2,108753,18860,"Multifamily Housing, Non-Refrigerated Warehouse, Office, Parking, Retail Store, Worship Facility",Non-Refrigerated Warehouse,58605.0,Multifamily Housing,24338.0,Retail Store,18864.0,61.96153846153846,33.5,0.0,3639670.0,0.0,0.23
542,Supermarket / Grocery Store,6,NORTHWEST,1970,1,141890,35545,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,168735.0,Parking,0.0,Parking,0.0,91.0,100.0,0.0,13051820.0,3814156.0,2.07
543,Small- and Mid-Sized Office,6,BALLARD,2001,4,92092,21055,Office,Office,70074.0,,,,,5.0,68.69999695,0.0,4817062.0,0.0,0.36
544,Warehouse,7,MAGNOLIA / QUEEN ANNE,1974,3,56259,0,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,31582.0,Retail Store,20962.0,Office,3715.0,54.02836879432624,41.70000076,0.0,817697.0,1528874.0,1.54
545,Other,4,NORTHEAST,2006,6,143439,0,"Other, Parking",Other,119570.0,Parking,23869.0,,,62.36363636363637,214.3999939,0.0,14100771.0,11530741.0,4.95
546,Large Office,6,LAKE UNION,2008,4,202623,88855,"Fitness Center/Health Club/Gym, Office, Parking",Office,105206.0,Parking,31992.0,Fitness Center/Health Club/Gym,6374.0,73.0,79.5,0.0,8873484.0,0.0,0.31
547,Small- and Mid-Sized Office,6,LAKE UNION,2000,2,77174,25800,Office,Office,77174.0,,,,,33.0,71.0,0.0,5481548.0,0.0,0.5
548,Large Office,7,MAGNOLIA / QUEEN ANNE,1998,5,110524,0,"Office, Other, Parking",Office,98781.0,Other,8634.0,Parking,0.0,57.0,63.90000153,0.0,6859197.0,0.0,0.43
549,Mixed Use Property,3,LAKE UNION,2008,5,287224,103650,"Data Center, Office, Other, Parking",Parking,97500.0,Office,88051.0,Other,54106.0,61.96153846153846,139.8999939,0.0,17407502.0,3635421.0,1.09
550,Laboratory,3,LAKE UNION,1999,4,115748,18382,Laboratory,Laboratory,97365.0,,,,,63.63590772316951,374.2000122,0.0,16913185.0,19523202.0,9.98
551,Large Office,7,MAGNOLIA / QUEEN ANNE,2000,7,241875,84689,"Office, Parking",Office,163082.0,Parking,83425.0,,,88.0,53.09999847,0.0,8488392.0,167210.0,0.28
552,Large Office,7,MAGNOLIA / QUEEN ANNE,1974,5,102930,18720,"Office, Parking",Office,89075.0,Parking,15164.0,,,85.0,53.29999924,0.0,4059275.0,691523.0,0.63
553,Small- and Mid-Sized Office,7,DOWNTOWN,1902,3,76893,0,"Office, Parking, Retail Store",Office,90345.0,Parking,33380.0,Retail Store,15845.0,67.21794871794872,113.3000031,0.0,8209260.0,3820339.0,3.38
554,Large Office,7,DOWNTOWN,1975,8,150000,23630,"Office, Parking",Office,126648.0,Parking,23913.0,,,65.0,73.80000305,0.0,8155743.0,1187684.0,0.8
555,Large Office,7,DOWNTOWN,1953,7,274362,0,Office,Office,274362.0,,,,,82.0,60.29999924,0.0,15836054.0,704494.0,0.54
556,Large Office,7,DOWNTOWN,1983,15,378002,116280,"Office, Parking",Office,270237.0,Parking,71602.0,,,85.0,65.69999695,0.0,15083312.0,2667680.0,0.65
557,Large Office,7,DOWNTOWN,1963,11,169020,0,"Bar/Nightclub, Office, Personal Services (Health/Beauty, Dry Cleaning, etc)",Office,156414.0,Bar/Nightclub,10337.0,"Personal Services (Health/Beauty, Dry Cleaning, etc)",8208.0,83.0,65.59999847,2887565.25,7209495.0,1383432.0,2.05
558,Other,7,DOWNTOWN,1981,33,429405,0,"Data Center, Office",Data Center,218997.0,Office,210409.0,,,98.0,639.7000122,0.0,274532495.0,149672.0,4.48
559,Large Office,7,DOWNTOWN,1985,76,1952220,319400,"Office, Parking",Office,1680937.0,Parking,319368.0,,,86.0,55.29999924,0.0,87851862.0,5085763.0,0.45
560,Large Office,7,DOWNTOWN,1981,19,383515,89778,"Medical Office, Office, Parking",Office,312442.0,Parking,84800.0,Medical Office,18799.0,90.0,47.90000153,0.0,15878687.0,0.0,0.29
561,Medical Office,7,DOWNTOWN,1925,18,363934,28870,"Medical Office, Parking, Retail Store",Medical Office,281598.0,Parking,27597.0,Retail Store,21519.0,68.0,72.90000153,6090187.5,16002341.0,11981.0,1.6
562,Retail Store,7,DOWNTOWN,1929,4,78920,0,Retail Store,Retail Store,78920.0,,,,,80.0,105.1999969,0.0,7177346.0,1126320.0,1.39
563,Large Office,7,DOWNTOWN,1979,7,131143,87160,"Office, Retail Store",Office,120248.0,Retail Store,10853.0,,,93.0,39.5,0.0,4871126.0,1416041.0,0.83
564,Other,7,DOWNTOWN,1999,1,947987,0,"Office, Other - Entertainment/Public Assembly, Other - Mall, Restaurant",Other - Mall,561684.0,Other - Entertainment/Public Assembly,100000.0,Restaurant,80000.0,62.36363636363637,62.29999924,0.0,46510954.0,0.0,0.34
565,Mixed Use Property,3,EAST,1908,4,55520,0,"Office, Performing Arts, Restaurant, Retail Store, Self-Storage Facility",Office,17120.0,Performing Arts,15300.0,Self-Storage Facility,13400.0,61.96153846153846,66.40000153,0.0,973907.0,2713055.0,2.72
566,Large Office,7,DOWNTOWN,1908,10,132998,0,"Office, Retail Store",Office,138257.0,Retail Store,0.0,,,97.0,27.29999924,1530680.625,2244507.0,0.0,1.01
567,Retail Store,7,DOWNTOWN,1940,3,83118,0,Retail Store,Retail Store,45000.0,,,,,59.0,54.29999924,0.0,2209419.0,233722.0,0.33
568,Retail Store,7,DOWNTOWN,1924,3,77555,0,Retail Store,Retail Store,73563.0,,,,,39.0,106.0999985,0.0,7802052.0,153.0,0.7
569,Small- and Mid-Sized Office,7,DOWNTOWN,1909,6,51218,0,"Office, Restaurant",Office,44913.0,Restaurant,7044.0,,,57.0,55.5,0.0,2886141.0,0.0,0.39
570,Large Office,7,DOWNTOWN,1970,29,489182,0,"Office, Other - Restaurant/Bar, Other - Technology/Science, Parking",Office,371450.0,Parking,65451.0,Other - Technology/Science,9295.0,43.0,93.80000305,0.0,32633842.0,3744742.0,0.87
571,Large Office,7,DOWNTOWN,1929,27,216571,13320,"Office, Other - Technology/Science, Parking",Office,182604.0,Parking,13320.0,Other - Technology/Science,6246.0,62.0,86.0,7413886.0,8704772.0,127447.0,2.95
572,Large Office,7,DOWNTOWN,1921,13,189175,0,"Office, Other",Office,151740.0,Other,12645.0,,,13.0,115.8000031,0.0,19036413.0,0.0,0.7
573,Large Office,7,DOWNTOWN,1998,13,293803,74481,"Office, Parking",Office,145491.0,Parking,70603.0,,,25.0,117.4000015,0.0,17074139.0,0.0,0.41
574,Large Office,7,DOWNTOWN,1910,7,122356,0,"Data Center, Office, Retail Store",Office,95942.0,Retail Store,15523.0,Data Center,182.0,91.0,41.09999847,0.0,4371815.0,213255.0,0.34
575,Small- and Mid-Sized Office,7,DOWNTOWN,1921,3,52298,0,Office,Office,50250.0,,,,,89.0,39.20000076,0.0,1968655.0,0.0,0.26
576,Large Office,7,DOWNTOWN,1911,17,116640,0,"Financial Office, Food Service, Office, Other",Office,82053.0,Financial Office,6561.0,Food Service,6333.0,75.0,70.30000305,1736650.625,5021914.0,0.0,1.45
577,Large Office,3,DOWNTOWN,1981,42,1249055,201121,"Data Center, Medical Office, Office, Parking, Restaurant",Office,983697.0,Parking,296815.0,Medical Office,12941.0,95.0,38.0,0.0,37980705.0,0.0,0.21
579,Medical Office,3,EAST,1988,5,188339,99314,"Medical Office, Parking",Medical Office,81873.0,Parking,67000.0,,,15.0,104.0999985,0.0,7873601.0,649993.0,0.47
580,University,3,CENTRAL,1916,2,60122,0,"College/University, Parking",College/University,60122.0,Parking,0.0,,,63.63590772316951,11.5,0.0,593029.0,97500.0,0.15
581,Small- and Mid-Sized Office,2,DOWNTOWN,1910,6,95000,13700,"Office, Parking",Office,84481.0,Parking,8474.0,,,83.0,48.0,0.0,3983832.0,68888.0,0.33
582,Large Office,7,DOWNTOWN,1971,9,224857,0,Office,Office,204993.0,,,,,79.0,74.5,4047481.0,11225008.0,0.0,1.74
583,Large Office,2,DOWNTOWN,1998,8,446261,124788,"Office, Parking",Office,343400.0,Parking,114237.0,,,96.0,39.5,0.0,13568146.0,0.0,0.21
584,Other,2,GREATER DUWAMISH,1939,2,58492,0,Other,Other,58500.0,,,,,62.36363636363637,27.29999924,0.0,717806.0,876616.0,0.88
585,Small- and Mid-Sized Office,2,GREATER DUWAMISH,1907,6,62370,0,"Office, Restaurant",Office,49473.0,Restaurant,10408.0,,,30.0,72.69999695,0.0,4353024.0,0.0,0.49
586,Warehouse,2,GREATER DUWAMISH,1960,1,73296,0,"Non-Refrigerated Warehouse, Parking",Non-Refrigerated Warehouse,77800.0,Parking,0.0,,,83.0,30.29999924,0.0,1117577.0,1238800.0,1.0
587,Other,2,GREATER DUWAMISH,1944,4,99122,0,"Office, Other",Other,50036.0,Office,49086.0,,,62.36363636363637,146.0,0.0,12766128.0,1703098.0,1.81
588,Other,2,GREATER DUWAMISH,1985,1,66133,0,"Non-Refrigerated Warehouse, Office, Other",Other,60787.0,Office,13805.0,Non-Refrigerated Warehouse,2408.0,62.36363636363637,82.40000153,0.0,5354420.0,990589.0,1.36
589,Warehouse,2,GREATER DUWAMISH,1952,2,115668,0,"Data Center, Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,101752.0,Office,8068.0,Retail Store,4270.0,54.02836879432624,30.79999924,0.0,1657935.0,1876755.0,0.96
590,Other,2,GREATER DUWAMISH,1970,1,141686,0,Other,Other,152511.0,,,,,62.36363636363637,43.79999924,0.0,6673137.0,0.0,0.33
591,Small- and Mid-Sized Office,2,GREATER DUWAMISH,1950,1,93610,0,"Data Center, Office",Office,101278.0,Data Center,502.0,,,95.0,61.29999924,0.0,3877758.0,2358189.0,1.63
592,Large Office,2,GREATER DUWAMISH,1973,2,156188,0,"Office, Parking",Office,141917.0,Parking,0.0,,,67.0,48.20000076,0.0,6557481.0,286373.0,0.39
593,Warehouse,2,GREATER DUWAMISH,1966,1,115620,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,56900.0,,,,,11.0,34.29999924,0.0,1951856.0,0.0,0.12
594,Large Office,2,GREATER DUWAMISH,1975,5,238148,0,"Office, Parking",Office,245240.0,Parking,5616.0,Parking,5616.0,93.0,43.90000153,0.0,10775645.0,0.0,0.32
595,Distribution Center,2,GREATER DUWAMISH,1969,1,71718,0,Distribution Center,Distribution Center,71718.0,,,,,100.0,2.099999905,0.0,151754.0,0.0,0.01
596,Warehouse,1,GREATER DUWAMISH,1969,1,55450,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,34206.0,Office,21244.0,,,31.0,78.40000153,0.0,2149197.0,2196501.0,2.37
597,Distribution Center,1,GREATER DUWAMISH,1979,1,54880,0,Distribution Center,Distribution Center,55000.0,,,,,32.0,50.20000076,0.0,1240788.0,1522809.0,1.63
598,Retail Store,1,DELRIDGE,1992,1,102500,0,"Parking, Retail Store",Retail Store,99471.0,Parking,0.0,,,81.0,73.40000153,0.0,4972873.0,2332600.0,1.55
599,Other,4,NORTHEAST,2002,6,361398,272900,"Non-Refrigerated Warehouse, Other, Parking, Retail Store",Parking,232685.0,Retail Store,63419.0,Non-Refrigerated Warehouse,15757.0,62.36363636363637,108.5,0.0,7663584.0,1251938.0,0.33
600,Supermarket / Grocery Store,2,GREATER DUWAMISH,1963,1,50785,0,Supermarket/Grocery Store,Supermarket/Grocery Store,27382.0,,,,,57.0,271.7000122,0.0,4327325.0,3111684.0,3.85
601,Small- and Mid-Sized Office,1,Delridge,1929,3,85126,0,Office,Office,81526.0,,,,,1.0,465.5,0.0,18610055.0,685132.0,1.95
602,Other,5,North,2000,5,303255,19820,"Other, Parking, Restaurant, Retail Store",Parking,321828.0,Retail Store,298043.0,Other,5636.0,62.36363636363637,36.5,0.0,10602152.0,474987.0,0.33
603,Distribution Center,2,GREATER DUWAMISH,1986,1,411584,0,"Distribution Center, Non-Refrigerated Warehouse, Refrigerated Warehouse",Distribution Center,288048.0,Non-Refrigerated Warehouse,83683.0,Refrigerated Warehouse,35760.0,43.0,37.0,0.0,7501894.0,7589685.0,1.11
604,Mixed Use Property,7,DOWNTOWN,1902,4,73320,0,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,27283.0,Office,23277.0,Retail Store,6540.0,61.96153846153846,20.0,0.0,681682.0,459508.0,0.4
605,Large Office,7,MAGNOLIA / QUEEN ANNE,2008,4,242686,100176,"Office, Parking",Office,149081.0,Parking,76364.0,,,77.0,65.0,0.0,9683978.0,0.0,0.28
606,Small- and Mid-Sized Office,2,DOWNTOWN,1900,6,95760,15840,Office,Office,95760.0,,,,,83.0,56.29999924,0.0,4593859.0,798758.0,0.78
607,Warehouse,2,GREATER DUWAMISH,1946,1,179413,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,178087.0,,,,,57.0,19.39999962,0.0,3459542.0,0.0,0.13
608,Warehouse,2,GREATER DUWAMISH,1917,1,65288,0,"Non-Refrigerated Warehouse, Office, Other - Services, Retail Store",Non-Refrigerated Warehouse,60000.0,Other - Services,5000.0,Retail Store,5000.0,54.02836879432624,8.600000381,0.0,605971.0,0.0,0.06
609,Warehouse,1,Delridge,1966,1,170632,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,164806.0,Office,5826.0,,,98.0,3.5,0.0,602245.0,0.0,0.02
610,Large Office,7,MAGNOLIA / QUEEN ANNE,1994,10,381511,0,"Office, Parking",Office,220033.0,Parking,168978.0,,,87.0,51.90000153,0.0,10834205.0,576022.0,0.28
611,Large Office,3,DOWNTOWN,2009,17,413264,138098,"Office, Parking",Office,295494.0,Parking,94781.0,,,91.0,46.09999847,0.0,13631140.0,0.0,0.23
612,Mixed Use Property,4,NORTHEAST,2009,6,122400,54300,"Multifamily Housing, Office, Parking, Retail Store",Office,41624.0,Parking,33399.0,Multifamily Housing,20740.0,63.0,68.30000305,0.0,3880094.0,985457.0,0.65
613,Retail Store,4,NORTHEAST,1956,2,93803,0,"Non-Refrigerated Warehouse, Other, Restaurant, Retail Store",Retail Store,85572.0,Restaurant,2950.0,Other,2500.0,66.11111111111111,58.79999924,0.0,3884335.0,1569103.0,1.18
615,Warehouse,2,GREATER DUWAMISH,1966,2,123000,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,112484.0,Office,24433.0,,,47.0,21.89999962,0.0,3004271.0,0.0,0.17
616,Medical Office,3,EAST,2003,5,275130,112980,Medical Office,Medical Office,177748.0,,,,,70.0,55.90000153,0.0,9941307.0,0.0,0.25
617,Warehouse,2,GREATER DUWAMISH,1978,1,60448,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,52702.0,Office,7746.0,,,90.0,17.39999962,0.0,620853.0,431392.0,0.45
618,Hospital,3,EAST,1994,14,1765970,0,"Hospital (General Medical & Surgical), Parking",Hospital (General Medical & Surgical),1639334.0,Parking,441551.0,,,54.0,177.8999939,134943456.0,139354828.0,17316120.0,6.97
619,Other,7,MAGNOLIA / QUEEN ANNE,1928,4,62600,0,Other,Other,215197.0,,,,,62.36363636363637,51.79999924,0.0,4031128.0,7116213.0,6.49
620,Mixed Use Property,3,EAST,2004,4,77412,21612,"Office, Other, Parking",Other,26400.0,Office,19200.0,Parking,17000.0,61.96153846153846,58.20000076,0.0,2604783.0,50604.0,0.27
621,Medical Office,3,EAST,1990,5,289419,159157,"Medical Office, Parking",Medical Office,146150.0,Parking,139000.0,,,59.0,87.09999847,0.0,11761550.0,969837.0,0.46
622,Other,5,NORTH,1987,5,90266,0,Financial Office,Financial Office,87552.0,,,,,18.0,88.80000305,0.0,7771933.0,0.0,0.6
623,Warehouse,6,Ballard,2004,4,87332,6458,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,87332.0,,,,,87.0,13.30000019,0.0,1027649.0,137950.0,0.17
624,Hotel,3,EAST,2003,6,150545,50017,"Hotel, Parking",Hotel,100528.0,Parking,50017.0,,,28.0,133.3999939,0.0,5601497.0,7808543.0,3.01
625,Other,7,MAGNOLIA / QUEEN ANNE,1999,5,141718,0,"Other - Entertainment/Public Assembly, Restaurant",Other - Entertainment/Public Assembly,134197.0,Restaurant,5803.0,,,62.36363636363637,136.3000031,0.0,14573159.0,4512014.0,2.41
626,Hotel,7,MAGNOLIA / QUEEN ANNE,2008,5,111856,21273,"Hotel, Parking, Restaurant, Swimming Pool",Hotel,92000.0,Parking,20000.0,Restaurant,4006.0,8.0,98.40000153,0.0,4825247.0,4619236.0,2.49
627,Warehouse,3,EAST,1988,4,132828,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,132828.0,,,,,83.0,8.199999809,0.0,1083729.0,0.0,0.06
628,Warehouse,1,DELRIDGE,1970,1,70400,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,58047.0,Office,12353.0,,,1.0,198.3000031,0.0,9916987.0,4045761.0,4.03
629,Retail Store,5,NORTHWEST,1995,1,101830,0,Retail Store,Retail Store,130767.0,,,,,60.0,81.90000153,0.0,5935365.0,4777640.0,2.9
631,University,3,CENTRAL,1974,4,114000,0,College/University,College/University,114000.0,,,,,63.63590772316951,66.40000153,0.0,6341815.0,1233264.0,0.96
632,Other,2,GREATER DUWAMISH,2002,3,338063,0,"Data Center, Non-Refrigerated Warehouse, Other, Refrigerated Warehouse, Repair Services (Vehicle, Shoe, Locksmith, etc), Restaurant",Other,180633.0,"Repair Services (Vehicle, Shoe, Locksmith, etc)",50000.0,Restaurant,50000.0,62.36363636363637,61.20000076,0.0,18175883.0,2500035.0,0.77
633,Warehouse,1,SOUTHWEST,1965,1,152365,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,149293.0,Office,7858.0,,,88.0,6.800000191,0.0,948207.0,121543.0,0.09
