,CouncilDistrictCode,YearBuilt,NumberofFloors,ENERGYSTARScore,SiteEUI(kBtu/sf),SourceEUI(kBtu/sf),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),GHGEmissionsIntensity,PrimaryPropertyType_Distribution Center,PrimaryPropertyType_Hospital,PrimaryPropertyType_Hotel,PrimaryPropertyType_K-12 School,PrimaryPropertyType_Laboratory,PrimaryPropertyType_Large Office,PrimaryPropertyType_Low-Rise Multifamily,PrimaryPropertyType_Medical Office,PrimaryPropertyType_Mixed Use Property,PrimaryPropertyType_Other,PrimaryPropertyType_Refrigerated Warehouse,PrimaryPropertyType_Residence Hall,PrimaryPropertyType_Restaurant,PrimaryPropertyType_Retail Store,PrimaryPropertyType_Self-Storage Facility,PrimaryPropertyType_Senior Care Community,PrimaryPropertyType_Small- and Mid-Sized Office,PrimaryPropertyType_Supermarket / Grocery Store,PrimaryPropertyType_University,PrimaryPropertyType_Warehouse,PrimaryPropertyType_Worship Facility
1171,7,1949,3,81.0,28.89999962,40.0,0.0,286965.0,1512699.0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1172,7,1981,2,82.0,32.90000153,103.3000031,0.0,776249.0,0.0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1174,7,1986,3,43.0,57.5,180.5,0.0,2303732.0,0.0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1175,7,1989,3,67.0,40.70000076,127.8000031,0.0,1074989.0,0.0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1176,7,1979,3,54.0,58.20000076,158.3000031,0.0,1174674.0,294882.0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1177,6,1996,3,62.36363636363637,126.0,390.7000122,0.0,4788878.0,89080.0,0.72,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1178,7,1980,3,57.0,49.5,155.3000031,0.0,1619177.0,0.0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1179,7,1980,3,29.0,67.0,210.3000031,0.0,2313979.0,0.0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1180,7,1980,3,86.0,39.59999847,124.3000031,0.0,2782066.0,0.0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1181,7,1902,4,77.0,43.70000076,137.3000031,0.0,1217509.0,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1182,1,1971,2,53.725,41.5,113.0999985,0.0,1486130.0,370100.0,1.06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1189,5,1964,2,62.36363636363637,56.0,130.8999939,0.0,3179345.0,1975745.0,1.38,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1191,5,1961,1,62.36363636363637,97.09999847,224.6000061,0.0,1187424.0,777758.0,2.45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1192,5,1951,2,62.0,51.5,132.1999969,0.0,1488811.0,561790.0,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1194,5,1970,4,62.36363636363637,89.19999695,280.2000122,0.0,2280352.0,0.0,0.62,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1195,5,1958,2,62.36363636363637,114.0,187.8999939,0.0,881662.0,2195151.0,4.55,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1196,5,1972,1,73.0,30.89999962,97.0,0.0,1485946.0,0.0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1197,5,2009,1,62.36363636363637,63.40000153,141.0,0.0,678411.0,529618.0,1.57,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1198,5,2001,2,27.0,67.40000153,211.8000031,0.0,1772188.0,0.0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1201,5,2007,2,62.36363636363637,131.3999939,276.1000061,0.0,2973668.0,2938397.0,3.93,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1203,5,1998,1,43.0,64.69999695,159.8000031,0.0,1148350.0,541023.0,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1205,4,1949,1,78.0,38.20000076,63.79999924,0.0,340323.0,808817.0,1.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1207,7,2007,4,82.0,38.0,74.69999695,0.0,822509.0,1059007.0,1.27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1208,7,1970,2,73.0,116.0,225.3999939,0.0,2306556.0,3093493.0,3.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1210,7,1909,4,47.0,75.0,138.0,0.0,845812.0,1387450.0,2.67,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1211,7,1920,2,36.0,45.5,121.3000031,0.0,761163.0,222433.0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1212,7,1918,3,98.0,25.10000038,78.69999695,0.0,1262255.0,0.0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1214,7,1928,2,61.96153846153846,15.89999962,34.79999924,0.0,249311.0,207642.0,0.44,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1215,7,1955,5,4.0,56.5,177.6000061,0.0,1806468.0,0.0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1220,7,1985,5,43.0,84.69999695,265.8999939,0.0,4480960.0,0.0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1226,7,1900,4,92.0,33.70000076,82.09999847,0.0,774990.0,394959.0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1227,7,1968,3,24.0,74.40000153,107.5999985,0.0,1057107.0,4530240.0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1230,7,1915,1,2.0,129.6999969,390.1000061,0.0,1968493.0,132489.0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1231,7,1907,6,8.0,85.19999695,267.5,0.0,2998208.0,0.0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1232,7,1907,5,83.0,42.90000153,87.30000305,0.0,723240.0,815511.0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1233,7,1941,2,60.0,57.40000153,180.1999969,0.0,1333432.0,0.0,0.36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1234,7,1928,4,17.0,132.8000031,349.0,762032.8125,2121106.0,0.0,2.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1237,7,1964,4,62.36363636363637,162.1000061,472.5,0.0,7560588.0,915594.0,2.06,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1244,3,1912,3,62.36363636363637,98.69999695,183.0,0.0,774943.0,1239533.0,3.49,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1252,3,1962,2,2.0,136.6000061,292.3999939,0.0,1537788.0,1408968.0,2.77,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1253,3,1910,3,90.0,38.5,66.69999695,0.0,927581.0,1901370.0,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1255,3,1988,5,62.36363636363637,236.6999969,509.0,5473370.5,5305454.0,55262.0,10.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1256,3,1963,3,42.0,74.69999695,203.8000031,0.0,2998320.0,736988.0,1.53,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1257,7,1916,3,62.36363636363637,29.5,57.5,682047.625,425243.0,0.0,1.46,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1258,7,1962,3,55.0,46.5,87.69999695,1379517.75,883838.0,202628.0,3.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1262,6,1993,1,67.21794871794872,193.0,606.2000122,0.0,5355752.0,0.0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1263,6,1960,1,80.0,4.400000095,13.89999962,0.0,161311.0,0.0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1264,6,1950,1,63.0,35.09999847,69.30000305,0.0,427592.0,539085.0,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1265,6,1951,1,53.725,21.89999962,48.0,0.0,687408.0,566337.0,0.61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1266,7,1920,2,61.96153846153846,38.20000076,102.9000015,0.0,779325.0,209754.0,0.64,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1267,7,1919,3,63.63590772316951,51.79999924,97.59999847,0.0,842032.0,1264041.0,1.79,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1268,7,1964,2,57.0,56.40000153,112.1999969,0.0,1146853.0,1406910.0,1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1269,7,1920,3,62.0,48.40000153,110.0,0.0,804313.0,567900.0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1270,7,2009,5,77.0,82.09999847,219.1000061,0.0,21725258.0,6327910.0,0.96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1271,7,1926,3,95.0,40.70000076,79.59999847,0.0,417532.0,549375.0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1272,3,1926,1,1.0,198.6000061,597.4000244,0.0,6974197.0,468117.0,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1273,7,1961,1,62.36363636363637,105.9000015,250.8999939,2097789.75,3179693.0,0.0,7.08,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1275,7,2009,3,66.0,31.79999924,69.69999695,0.0,403459.0,335751.0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1276,7,1962,1,62.36363636363637,113.4000015,317.6000061,0.0,14798552.0,2874465.0,1.64,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1277,7,2002,1,62.36363636363637,83.80000305,246.8999939,175780.0,1585357.0,0.0,1.17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1278,7,1998,1,62.36363636363637,206.1999969,408.5,0.0,2630916.0,3272098.0,6.29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1279,7,1961,2,62.36363636363637,353.7000122,747.7000122,0.0,9002735.0,8683709.0,15.42,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1280,7,1992,2,62.36363636363637,56.40000153,174.6000061,137900.0,1509514.0,374537.0,1.01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1281,7,1999,4,84.0,52.70000076,165.3999939,0.0,2003807.0,0.0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1282,7,2007,4,92.0,60.70000076,125.0,0.0,1219486.0,1304742.0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1283,7,1928,3,1.0,227.5,523.7000122,0.0,5506689.0,3683752.0,5.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1285,7,2013,6,92.0,56.79999924,166.3000031,0.0,6677063.0,752359.0,0.66,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1286,7,1926,4,77.0,62.59999847,196.6000061,0.0,1912760.0,0.0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1288,7,1964,4,41.0,55.59999847,174.6000061,0.0,564754.0,0.0,0.16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1291,7,1966,1,62.36363636363637,57.29999924,119.5,1427730.0,1310105.0,0.0,2.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1292,7,1962,1,62.36363636363637,50.5,117.5999985,204650.0,1110431.0,391578.0,1.22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1293,7,1916,2,62.36363636363637,62.09999847,195.1000061,0.0,1257774.0,0.0,0.34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1294,7,1919,4,72.0,60.90000153,140.1999969,897694.0,1173976.0,0.0,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1297,7,1900,2,61.96153846153846,110.3000031,290.8999939,0.0,4128496.0,1308614.0,1.99,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1300,7,1942,4,32.0,85.19999695,267.5,0.0,3778355.0,0.0,0.58,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1301,7,1912,2,63.63590772316951,271.8999939,549.2000122,0.0,3202277.0,3699277.0,8.62,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1302,7,1915,6,67.21794871794872,69.5,190.1000061,0.0,2282146.0,545627.0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1306,7,1990,4,91.0,41.29999924,129.8000031,0.0,1717131.0,0.0,0.15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1308,7,1910,4,47.0,51.5,161.6999969,0.0,1862177.0,0.0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1309,7,1918,1,61.96153846153846,148.3999939,325.2000122,0.0,2805989.0,2330615.0,4.14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1314,7,1909,5,100.0,24.0,73.59999847,0.0,1574921.0,59257.0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1315,7,1910,3,61.96153846153846,79.59999847,148.1999969,0.0,839832.0,1320588.0,2.59,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1317,7,1930,2,62.36363636363637,12.69999981,39.79999924,0.0,287763.0,0.0,0.09,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1320,4,2000,3,13.0,86.69999695,272.2000122,0.0,3202764.0,2418.0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1321,4,1964,5,68.0,62.09999847,182.3999939,0.0,3251200.0,349371.0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1322,3,1930,2,56.0,90.69999695,133.1999969,0.0,834638.0,3332616.0,3.98,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1326,7,1959,2,97.0,20.70000076,64.90000153,0.0,436604.0,0.0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1328,7,2008,4,61.96153846153846,54.20000076,128.1999969,0.0,5764988.0,3390579.0,0.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1329,7,2013,3,67.21794871794872,28.10000038,88.19999695,0.0,1539066.0,0.0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1330,7,1959,4,37.0,72.80000305,163.1999969,0.0,1597279.0,1207255.0,1.95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1331,7,1961,3,95.0,45.59999847,85.69999695,0.0,343234.0,523951.0,1.04,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1333,7,1960,1,56.0,21.29999924,66.80000305,0.0,581289.0,0.0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1335,3,1999,2,62.36363636363637,102.3000031,177.3000031,0.0,669413.0,1376179.0,0.91,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1337,7,1962,2,63.63590772316951,349.1000061,650.5,0.0,4675400.0,7340535.0,12.27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338,7,1930,3,94.0,56.5,81.19999695,0.0,480350.0,2110272.0,2.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1340,5,1999,2,23.0,57.09999847,119.4000015,0.0,1738749.0,1747116.0,2.13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1351,4,1987,3,89.0,43.0,99.5,0.0,862441.0,563838.0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1352,4,1993,3,66.11111111111111,87.69999695,184.6999969,0.0,950029.0,928714.0,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1359,2,1977,99,80.0,14.89999962,46.59999847,0.0,326001.0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1360,3,1927,3,62.36363636363637,188.3999939,407.1000061,0.0,3123654.0,2752785.0,5.39,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1362,5,1947,1,62.36363636363637,85.40000153,153.0,0.0,1078845.0,1962133.0,2.99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1364,2,1977,1,33.0,29.10000038,91.5,0.0,856089.0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1373,3,1922,2,87.0,14.60000038,36.40000153,0.0,228628.0,103047.0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1391,2,1962,2,62.36363636363637,65.59999847,116.4000015,0.0,508870.0,958160.0,2.43,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1392,2,1982,2,84.0,46.70000076,146.6999969,0.0,1903455.0,0.0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1405,7,1953,2,67.21794871794872,194.6000061,562.4000244,0.0,6523873.0,884468.0,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1408,4,1908,3,79.0,45.5,71.0,0.0,509352.0,1567688.0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1418,7,2006,14,8.0,52.09999847,122.9000015,0.0,23718388.0,14078694.0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1422,1,1957,1,96.0,15.89999962,49.90000153,0.0,531737.0,0.0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1425,6,1999,4,67.21794871794872,44.40000153,139.5,0.0,910718.0,0.0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1429,2,1989,1,54.02836879432624,32.0,50.59999847,0.0,171716.0,504057.0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1430,2,1914,2,75.0,29.60000038,93.09999847,0.0,1351268.0,0.0,0.21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1431,2,1950,1,62.36363636363637,84.09999847,264.0,0.0,2241280.0,0.0,0.59,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1432,2,1975,1,44.0,31.0,77.0,0.0,598370.0,272256.0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1433,2,1964,1,53.0,10.80000019,34.0,0.0,378714.0,0.0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1434,2,1962,1,6.0,46.20000076,113.6999969,0.0,815508.0,392900.0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1435,2,1967,2,73.0,45.40000153,142.3999939,0.0,1088556.0,0.0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1436,3,1968,5,38.0,60.70000076,128.5,0.0,1264732.0,1213313.0,1.68,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1442,4,1912,1,53.725,28.29999924,67.90000153,0.0,513012.0,281713.0,0.66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1456,5,1954,2,85.0,110.1999969,201.1000061,0.0,2094607.0,3560971.0,3.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1458,5,1962,1,100.0,11.60000038,36.40000153,0.0,265775.0,0.0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1462,1,1979,1,3.0,106.4000015,219.8000031,0.0,1633306.0,1730229.0,3.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1463,1,2007,1,63.0,24.79999924,55.09999847,0.0,490823.0,385602.0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1464,1,1981,1,50.0,58.29999924,80.69999695,0.0,279044.0,1471375.0,2.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1465,1,1978,1,60.0,33.20000076,47.79999924,0.0,137469.0,598959.0,1.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1468,5,1974,3,38.0,90.19999695,283.3999939,0.0,3568419.0,0.0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1469,5,1979,1,62.36363636363637,140.3000031,283.8999939,0.0,1999987.0,2294563.0,4.44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1470,5,1980,2,64.0,37.20000076,116.9000015,0.0,1002995.0,0.0,0.26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1471,5,1968,2,76.0,44.40000153,119.0,0.0,2251578.0,638800.0,1.28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1472,4,1959,2,63.63590772316951,42.20000076,132.3999939,0.0,855665.0,0.0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1473,4,1945,2,61.96153846153846,55.0,135.8000031,0.0,858099.0,403535.0,1.24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1474,4,1967,3,86.0,46.90000153,92.80000305,0.0,729620.0,915985.0,1.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1475,4,1980,2,64.0,38.0,64.19999695,0.0,390124.0,885108.0,1.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1476,4,1975,1,21.0,304.2000122,759.2000122,0.0,7359683.0,3283070.0,6.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1481,3,1981,1,62.36363636363637,33.29999924,104.5,0.0,729397.0,0.0,0.24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1486,7,1927,3,67.21794871794872,36.5,97.59999847,0.0,678167.0,195410.0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1488,6,1910,2,80.0,19.79999924,32.29999924,0.0,119922.0,311468.0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1494,3,1939,2,63.63590772316951,66.69999695,145.0,0.0,61672821.0,52975694.0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1496,3,1901,2,1.0,65.90000153,117.1999969,0.0,609983.0,1141501.0,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1497,4,1957,2,49.0,5.800000191,18.20000076,0.0,116487.0,0.0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1508,2,1992,2,82.0,178.1000061,364.0,0.0,3290526.0,3626753.0,5.55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1509,2,1953,1,40.0,293.7000122,711.5,0.0,5004995.0,2614450.0,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1512,2,1967,1,98.0,47.59999847,66.30000305,0.0,198748.0,1015122.0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1513,2,1961,1,54.02836879432624,31.0,78.69999695,0.0,886222.0,356089.0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1514,2,1958,2,66.11111111111111,44.5,115.8000031,0.0,1858950.0,638992.0,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1518,6,1922,3,97.0,38.90000153,57.40000153,0.0,280549.0,1099383.0,1.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1519,6,1966,1,8.0,319.6000061,781.0999756,0.0,6227281.0,3108958.0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1522,6,2000,1,34.0,298.2999878,660.2000122,0.0,7808020.0,6221459.0,4.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1523,6,1961,1,62.36363636363637,38.5,73.59999847,0.0,548631.0,782491.0,1.42,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1524,6,1910,2,61.96153846153846,30.0,47.29999924,0.0,234613.0,700967.0,1.25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1525,6,1975,3,3.0,73.19999695,167.5,0.0,1799383.0,1236579.0,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1526,6,1980,1,2.0,18.89999962,59.29999924,0.0,752104.0,0.0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1534,6,2004,1,62.36363636363637,84.69999695,196.3000031,0.0,930038.0,603208.0,1.26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1537,6,1924,2,62.36363636363637,14.30000019,35.29999924,0.0,209914.0,96997.0,0.31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
