,CouncilDistrictCode,YearBuilt,NumberofFloors,ENERGYSTARScore,SiteEUI(kBtu/sf),SourceEUI(kBtu/sf),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),GHGEmissionsIntensity,PrimaryPropertyType_Distribution Center,PrimaryPropertyType_Hospital,PrimaryPropertyType_Hotel,PrimaryPropertyType_K-12 School,PrimaryPropertyType_Laboratory,PrimaryPropertyType_Large Office,PrimaryPropertyType_Low-Rise Multifamily,PrimaryPropertyType_Medical Office,PrimaryPropertyType_Mixed Use Property,PrimaryPropertyType_Other,PrimaryPropertyType_Refrigerated Warehouse,PrimaryPropertyType_Residence Hall,PrimaryPropertyType_Restaurant,PrimaryPropertyType_Retail Store,PrimaryPropertyType_Self-Storage Facility,PrimaryPropertyType_Senior Care Community,PrimaryPropertyType_Small- and Mid-Sized Office,PrimaryPropertyType_Supermarket / Grocery Store,PrimaryPropertyType_University,PrimaryPropertyType_Warehouse,PrimaryPropertyType_Worship Facility
351,4,1988,4,5.0,176.8999939,411.5,0.0,11703547.0,7461566.0,2.43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
352,4,1994,4,21.0,87.69999695,266.3999939,0.0,8005293.0,417567.0,0.41,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
353,6,1946,2,63.63590772316951,47.79999924,103.0,0.0,3007514.0,2689958.0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
354,1,1997,4,83.0,11.10000038,27.89999962,0.0,768997.0,321500.0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
355,3,2000,7,23.0,198.1000061,467.6000061,0.0,26781892.0,15927728.0,2.94,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,5,1995,2,78.0,119.9000015,310.2000122,0.0,10680826.0,3831959.0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
357,2,2008,1,100.0,103.1999969,323.8999939,0.0,6522551.0,0.0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
358,1,1955,1,62.36363636363637,31.39999962,60.0,0.0,1470885.0,2103657.0,1.07,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
359,2,1999,1,100.0,4.300000191,9.0,0.0,700977.0,695105.0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
360,6,2001,3,62.36363636363637,93.0,291.8999939,0.0,11521701.0,0.0,0.29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
361,7,1952,3,62.36363636363637,95.5,299.8999939,0.0,6876438.0,0.0,0.72,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
362,5,1997,1,72.0,81.30000305,234.5,0.0,7704514.0,1068542.0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
363,5,1999,3,38.0,11.69999981,33.5,0.0,680865.0,103500.0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
364,5,1964,1,62.36363636363637,79.0,190.5,0.0,6390148.0,3424670.0,2.02,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
365,5,1984,1,56.0,92.69999695,246.1999969,0.0,10307295.0,3116783.0,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
366,5,1967,1,79.0,150.8999939,302.0,0.0,7836595.0,9388848.0,4.85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
367,5,1997,1,78.0,173.0,454.2000122,0.0,6528390.0,2135300.0,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
368,6,1988,3,73.0,51.70000076,162.3999939,0.0,4989211.0,2149.0,0.28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,6,2000,4,84.0,43.29999924,136.0,0.0,3897737.0,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
370,6,2001,3,70.0,87.0,273.1000061,0.0,5413417.0,0.0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
371,6,1999,3,96.0,68.69999695,211.3000031,0.0,10986553.0,336610.0,0.34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,6,1999,4,89.0,62.20000076,187.3999939,0.0,8116657.0,535178.0,0.35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,7,1991,6,61.96153846153846,209.3000031,519.0,17548416.0,34936812.0,475560.0,10.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
374,2,1982,5,95.0,31.60000038,99.30000305,0.0,7683884.0,0.0,0.14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,2,1967,2,87.0,15.89999962,46.20000076,0.0,1272922.0,156224.0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
376,2,1966,1,66.11111111111111,20.89999962,43.0,0.0,507461.0,540000.0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
377,6,1925,6,67.21794871794872,56.59999847,130.8999939,0.0,2871051.0,1887147.0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
378,6,1941,2,100.0,3.599999905,6.599999905,0.0,85409.0,142158.0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
379,6,2008,5,62.36363636363637,130.6999969,308.3999939,0.0,10708106.0,6377238.0,1.28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
380,7,1988,4,63.63590772316951,3.599999905,11.19999981,0.0,465533.0,0.0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
381,7,1997,4,94.0,10.60000038,25.70000076,0.0,739343.0,384600.0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
382,7,1956,3,63.63590772316951,10.60000038,20.70000076,0.0,432859.0,567938.0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
383,2,2002,10,88.0,49.90000153,156.8000031,0.0,7637985.0,0.0,0.29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,2,1966,1,33.0,17.60000038,55.40000153,0.0,402051.0,0.0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
386,2,1967,1,62.0,43.90000153,65.40000153,0.0,1145957.0,4318805.0,1.91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,7,1970,22,95.0,37.29999924,117.1999969,0.0,8493419.0,0.0,0.26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,2,1967,1,72.0,30.60000038,67.19999695,0.0,836261.0,693249.0,0.85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,2,1969,1,26.0,44.90000153,94.69999695,0.0,1310981.0,1271706.0,1.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,2,1966,1,49.0,18.0,56.5,0.0,1536998.0,0.0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
391,2,1966,1,63.0,9.300000191,29.29999924,0.0,519806.0,0.0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
392,2,1964,1,96.0,34.0,77.19999695,0.0,1048173.0,746014.0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
393,7,1987,6,98.0,27.70000076,79.30000305,0.0,1888502.0,291217.0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
394,5,1986,3,89.0,5.0,13.0,0.0,237813.0,87700.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
395,3,1927,2,61.96153846153846,64.80000305,193.1999969,0.0,3406851.0,277337.0,0.51,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
396,2,1968,1,25.0,57.59999847,142.0,0.0,6332002.0,3025227.0,1.27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,2,1949,1,1.0,215.6000061,676.5999756,0.0,21779250.0,16577.0,1.51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,2,1980,1,80.0,17.79999924,37.29999924,0.0,527872.0,533586.0,0.61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,2,1940,1,62.36363636363637,89.59999847,250.3999939,0.0,4253264.0,840932.0,1.31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
400,2,1953,1,76.8,170.0,525.5,0.0,17283711.0,411705.0,1.37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
401,5,2003,1,41.0,284.5,620.2000122,0.0,7956442.0,6758820.0,7.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
402,5,1980,1,37.0,248.8000031,581.9000244,0.0,6817771.0,4236763.0,4.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
403,7,2005,6,95.0,41.59999847,113.5,0.0,7877393.0,0.0,0.16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,7,1996,4,42.0,100.5,260.0,0.0,7307906.0,2629800.0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
405,3,1914,2,32.0,87.80000305,275.2999878,0.0,5431426.0,12827.0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
406,3,1970,1,89.0,46.20000076,100.3000031,0.0,1705793.0,1475252.0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
407,4,2006,3,26.0,72.40000153,223.6999969,0.0,5913177.0,149593.0,0.48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,3,1926,3,62.36363636363637,163.3999939,513.0,0.0,12232122.0,0.0,1.07,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
409,2,1991,2,92.0,24.79999924,48.90000153,0.0,3548085.0,4475979.0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
410,2,1932,14,66.0,69.40000153,202.8999939,0.0,18843504.0,2183891.0,0.81,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
411,4,1978,4,67.21794871794872,91.40000153,287.0,0.0,4855036.0,0.0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
412,1,1989,2,94.0,20.39999962,50.79999924,0.0,1373037.0,615298.0,0.43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,7,1928,1,61.96153846153846,86.80000305,203.5,0.0,1612547.0,991384.0,0.98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
414,7,1990,5,62.0,65.40000153,205.3000031,0.0,5135039.0,0.0,0.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,5,1950,2,97.0,24.10000038,63.90000153,0.0,5590290.0,1700534.0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
416,5,1974,5,53.0,116.0999985,231.1999969,0.0,4089680.0,4990341.0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
417,5,1969,2,62.36363636363637,55.29999924,169.8000031,0.0,5266334.0,184107.0,0.47,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
418,5,1981,6,56.0,73.59999847,231.0,0.0,6361236.0,0.0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
419,1,1976,1,75.0,21.79999924,55.90000153,0.0,815508.0,309035.0,0.43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,1,1968,1,61.0,15.80000019,36.09999847,0.0,1310524.0,914988.0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
421,7,1986,5,95.0,50.59999847,145.6999969,0.0,4060681.0,575715.0,0.38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,5,2005,3,62.36363636363637,99.69999695,312.5,0.0,6947606.0,16010.0,0.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
423,5,2005,3,43.513513513513516,74.59999847,234.1999969,0.0,4765753.0,0.0,0.52,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
424,5,1948,2,54.02836879432624,17.10000038,31.89999962,0.0,381025.0,590131.0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
425,1,1980,1,14.0,36.59999847,73.90000153,0.0,855017.0,992384.0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
427,5,1961,3,21.0,117.3000031,305.1000061,0.0,11600182.0,4040810.0,2.22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
428,5,1965,2,78.0,37.29999924,105.0,0.0,5456882.0,998946.0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
429,4,2002,5,61.96153846153846,280.3999939,657.0999756,0.0,29154854.0,17947572.0,4.59,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
430,7,2000,4,91.0,62.40000153,195.8999939,0.0,6486377.0,0.0,0.26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,2,1969,2,93.0,9.800000191,23.60000038,0.0,666718.0,361659.0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
432,2,2000,1,62.36363636363637,34.40000153,75.0,0.0,955967.0,814060.0,0.94,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
433,2,1973,1,62.36363636363637,21.10000038,28.89999962,0.0,356328.0,1983486.0,0.97,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
434,2,1948,1,86.0,38.40000153,114.0,0.0,1890584.0,168371.0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
435,2,1938,1,62.0,64.0,162.1000061,0.0,2270837.0,931375.0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
436,7,2009,4,98.0,34.20000076,106.5999985,0.0,6585119.0,72228.0,0.17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,2,1957,1,63.0,50.20000076,77.90000153,0.0,613991.0,1937032.0,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
438,2,1971,1,70.0,37.20000076,116.4000015,0.0,2832924.0,10109.0,0.27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
439,2,1956,1,65.0,28.79999924,81.19999695,0.0,2403347.0,428218.0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
440,4,1904,2,75.0,64.40000153,168.3000031,0.0,2574531.0,867112.0,1.21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
441,4,2008,3,61.96153846153846,232.3000031,503.6000061,0.0,12047762.0,10482405.0,3.64,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
442,3,1920,3,62.36363636363637,180.6999969,451.0,0.0,13249663.0,5905752.0,2.39,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
443,7,1971,11,58.0,111.4000015,252.1999969,0.0,8069980.0,5828201.0,2.93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,7,1970,7,70.0,60.29999924,189.3000031,0.0,5662234.0,0.0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
445,2,1974,1,60.0,13.5,42.29999924,0.0,1252324.0,0.0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
446,7,1946,1,62.36363636363637,30.89999962,56.09999847,0.0,260639.0,450480.0,1.12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
447,2,2002,1,32.0,241.3000031,578.7000122,0.0,8474644.0,4658580.0,5.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
449,2,1904,5,88.0,36.0,113.0999985,0.0,2830674.0,0.0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
450,2,1906,7,64.0,74.30000305,188.1000061,0.0,4685851.0,1920981.0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
451,2,1907,6,82.0,44.70000076,140.3000031,0.0,2853189.0,0.0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
452,7,1900,4,87.0,35.90000153,82.5,771085.1875,1245123.0,161866.0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
453,7,1900,4,67.21794871794872,29.79999924,86.09999847,0.0,1846842.0,247883.0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
454,7,1900,6,67.21794871794872,59.29999924,186.1000061,0.0,3570162.0,0.0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
455,7,1900,4,79.0,53.0,145.8000031,399538.3125,6196714.0,1059498.0,0.79,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,2,1907,7,98.0,27.0,67.90000153,347207.9063,3014081.0,974898.0,0.62,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,2,1906,3,62.36363636363637,29.10000038,91.30000305,0.0,1904480.0,0.0,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
459,2,1910,3,37.0,41.79999924,119.3000031,0.0,2045416.0,326159.0,0.56,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
460,2,1922,1,83.0,26.29999924,54.70000076,0.0,1058065.0,1095539.0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
461,2,1953,2,62.36363636363637,52.29999924,101.6999969,0.0,1705403.0,2272874.0,1.73,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
462,2,1962,2,56.0,31.89999962,76.40000153,0.0,2024573.0,1130923.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,2,1941,2,62.36363636363637,15.69999981,49.29999924,0.0,2244317.0,0.0,0.12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
464,2,1900,4,80.0,41.70000076,131.0,0.0,4374645.0,0.0,0.24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,2,1954,1,69.0,10.89999962,28.29999924,0.0,635127.0,226846.0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
466,2,1904,4,67.21794871794872,30.39999962,73.09999847,0.0,1152375.0,624037.0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
467,2,1910,6,15.0,43.70000076,137.1999969,0.0,2688675.0,0.0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,2,1907,4,53.725,18.79999924,59.0,0.0,1056782.0,0.0,0.13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,2,1904,4,31.0,104.5999985,244.5,0.0,3457540.0,2151060.0,2.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
470,2,1909,6,81.0,44.09999847,138.6000061,0.0,2891229.0,376.0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
471,2,1904,7,81.0,52.70000076,165.6000061,0.0,9722889.0,0.0,0.37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,2,2009,7,43.0,89.40000153,280.2000122,0.0,25482582.0,84524.0,0.63,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,2,1914,2,53.0,94.69999695,197.3999939,0.0,2952139.0,3016015.0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
474,2,2009,6,61.96153846153846,366.3999939,1150.300049,0.0,63822136.0,13053.0,1.56,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
475,2,1926,7,26.0,27.29999924,63.29999924,0.0,2389825.0,1539546.0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
476,2,1930,3,16.0,83.59999847,253.5,0.0,4788414.0,261032.0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
477,2,1912,6,79.0,49.29999924,146.1000061,0.0,67760546.0,6370020.0,0.59,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,2,1993,1,57.0,67.0,189.5,0.0,6136093.0,1085388.0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
479,2,1926,1,83.0,16.29999924,33.90000153,0.0,795088.0,823022.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
480,1,1953,1,28.0,35.5,96.09999847,0.0,2045435.0,536307.0,0.59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,3,1930,4,91.0,36.20000076,105.3000031,0.0,2468547.0,305100.0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
482,4,2001,6,2.0,150.3000031,472.1000061,0.0,8570570.0,0.0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
483,7,2008,5,6.0,203.1999969,473.6000061,0.0,11800324.0,7448407.0,3.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
484,1,1991,5,41.0,70.40000153,221.0,0.0,8381833.0,0.0,0.42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,2,1973,1,66.0,42.59999847,93.30000305,0.0,1315085.0,1094344.0,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
487,3,2004,1,53.0,102.6999969,246.8999939,7815663.0,12744957.0,0.0,3.06,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
488,7,2006,1,31.0,76.30000305,199.1999969,0.0,29432803.0,9970512.0,1.42,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
489,2,2000,11,77.4375,82.40000153,257.7999878,0.0,25619164.0,127855.0,0.59,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,7,2005,42,97.0,45.29999924,140.0,986403.1875,55123924.0,388532.0,0.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,7,1926,6,67.21794871794872,33.70000076,105.6999969,0.0,2478025.0,0.0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
492,3,1985,10,46.0,87.40000153,264.7000122,994154.3125,16260654.0,0.0,0.45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
493,3,1987,7,68.0,50.90000153,159.8999939,0.0,5792925.0,0.0,0.43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
494,1,2005,1,79.0,49.40000153,131.5,0.0,4182901.0,1234697.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
495,7,2008,9,58.0,73.30000305,223.8000031,0.0,14155468.0,595647.0,0.43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
496,3,1973,19,50.0,88.30000305,236.3000031,3593940.25,11473398.0,0.0,1.12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
497,7,1900,6,94.0,56.70000076,124.6999969,2068666.75,4325997.0,1743952.0,1.37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,7,1900,6,55.0,54.29999924,170.3999939,0.0,3065954.0,0.0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
499,2,1925,4,89.0,37.90000153,116.1999969,0.0,2632591.0,96576.0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
500,7,2000,4,93.0,49.5,155.5,0.0,5101504.0,0.0,0.19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,1,2001,3,62.36363636363637,180.6000061,343.1000061,0.0,3670762.0,5358726.0,4.51,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
502,2,1994,1,62.36363636363637,192.8999939,443.0,0.0,12356956.0,8369038.0,5.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
504,7,2008,14,86.0,66.59999847,207.8000031,0.0,15566951.0,158627.0,0.32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,7,1994,2,62.36363636363637,160.8000031,405.2999878,0.0,9206777.0,3878519.0,3.32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
507,7,2001,23,90.0,43.70000076,137.1999969,0.0,16020640.0,0.0,0.21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,7,1983,6,62.36363636363637,66.40000153,208.3999939,0.0,5233553.0,0.0,0.13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
510,7,1982,5,91.0,44.5,139.6999969,0.0,4391348.0,0.0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
511,2,2007,1,12.0,67.69999695,199.3000031,0.0,7938248.0,813455.0,0.62,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,7,1978,1,1.0,210.1000061,571.7000122,0.0,17657706.0,4420357.0,3.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,7,1978,1,51.0,52.5,127.3000031,0.0,1747974.0,913514.0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
515,7,1937,2,59.0,55.20000076,127.5999985,0.0,1328054.0,874972.0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
